track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood,decade
Steam,Us (Remastered Version),Peter Gabriel,1992-09-27,363093,35,0.7,0.127,0.889,0.000374,0.261,-5.027,0.0764,0.681,108.515,4,2,1990
The Greatest Romance Ever Sold,"Modern Funk: A Tribute to Prince and Jamiroquai, Vol. 3",The Hit Co.,2008-02-27,276360,0,0.709,0.0174,0.231,7.27e-06,0.219,-15.503,0.139,0.627,180.111,4,1,1990
The Chain of Love,"Live, Laugh, Love",Clay Walker,1999,304506,44,0.533,0.235,0.315,1.19e-05,0.0939,-14.349,0.0308,0.316,140.918,4,1,1990
Re-Arranged,Significant Other,Limp Bizkit,1999,354733,57,0.527,0.1,0.771,0.0529,0.0612,-7.177,0.0769,0.411,104.386,4,2,1990
One Night Stand (feat. LaTocha Scott of Xscape),"My Soul, My Life",J-Shin,2000-02-18,202493,6,0.897,0.00709,0.668,0.0,0.0751,-4.335,0.327,0.685,103.952,4,0,1990
Deck The Halls,Brand New Year,SHeDAISY,2000-01-01,229773,14,0.568,0.0151,0.828,2.05e-05,0.167,-7.123,0.0403,0.407,118.836,4,0,1990
LA Song,Screamin' for My Supper,Beth Hart,1999-07-12,216760,41,0.765,0.0997,0.624,4.82e-05,0.0935,-7.57,0.0365,0.51,130.026,4,0,1990
Nastradamus,Nastradamus,Nas,1999-11-23,251933,42,0.823,0.000484,0.62,0.0,0.494,-8.002,0.329,0.628,90.57,4,2,1990
Genie In a Bottle,Christina Aguilera (Expanded Edition),Christina Aguilera,1999,217573,72,0.627,0.21,0.8,0.000123,0.137,-6.945,0.162,0.912,175.815,4,0,1990
Scar Tissue,Californication (Deluxe Edition),Red Hot Chili Peppers,1999-06-08,215906,78,0.595,0.0779,0.717,0.00274,0.108,-4.803,0.0295,0.547,88.969,4,2,1990
She's All I Ever Had,Ricky Martin,Ricky Martin,1999,295333,44,0.393,0.0172,0.765,0.0,0.227,-5.924,0.0481,0.274,81.088,4,0,1990
The Dolphin's Cry,The Distance To Here,Live,1999-01-01,264160,59,0.342,0.000442,0.792,8.57e-06,0.142,-6.001,0.0391,0.431,149.744,4,1,1990
If I Could Turn Back the Hands of Time,R.,R. Kelly,1998-11-08,378573,47,0.505,0.677,0.411,1.23e-05,0.0605,-8.273,0.0255,0.124,80.948,3,1,1990
All Star,Astro Lounge,Smash Mouth,1999-06-08,200373,80,0.731,0.0395,0.867,0.0,0.0861,-5.881,0.032,0.776,104.019,4,0,1990
I'm Already Taken,The Hits Collection: Steve Wariner,Steve Wariner,2003,199706,23,0.377,0.861,0.194,5.01e-06,0.124,-12.026,0.0316,0.528,130.562,4,1,1990
Beauty,Enter The Dru,Dru Hill,1998-01-01,272560,58,0.725,0.588,0.278,0.0,0.0869,-14.345,0.0704,0.489,119.788,4,1,1990
"Candy (In the Style of ""Iggy Pop & Kate Pierson"") [Performance Track with Demonstration Vocals]","Candy (In the Style of ""Iggy Pop & Kate Pierson"") [Performance Track with Demonstration Vocals]",Done Again,2011-06-24,247246,2,0.644,0.0435,0.475,1.36e-06,0.146,-10.343,0.0302,0.308,144.235,4,2,1990
American Woman,5,Lenny Kravitz,1998-05-12,264560,65,0.688,0.0304,0.671,0.0,0.0782,-7.872,0.0975,0.537,83.988,4,2,1990
I'll Go Crazy,You Won' t Ever Be Lonely,Andy Griggs,1999-04-03,184160,22,0.683,0.00158,0.635,0.0,0.191,-9.027,0.0323,0.338,110.926,4,2,1990
A Man Ain't Made Of Stone,A Man Ain't Made Of Stone,Randy Travis,1999-11-21,213506,18,0.472,0.0655,0.485,1.76e-05,0.0801,-8.412,0.0274,0.277,138.788,4,1,1990
Lonely and Gone,Tattoos & Scars,Montgomery Gentry,1999-03-09,199733,37,0.531,0.15,0.696,0.00016,0.36,-6.729,0.0258,0.488,163.912,4,0,1990
Vivrant Thing - Club Mix,Something From Nothing: The Art of Rap,Various Artists,2012-06-12,190440,55,0.914,0.00631,0.698,0.000295,0.0575,-8.619,0.0541,0.613,99.034,4,0,1990
Angels Would Fall,Breakdown,Melissa Etheridge,1999-10-05,279573,31,0.472,0.102,0.714,2.91e-06,0.0485,-7.546,0.0248,0.7,92.874,4,0,1990
What's My Age Again?,Enema Of The State,blink-182,1999-01-01,148573,0,0.403,0.017,0.956,7.09e-05,0.0893,-7.376,0.0732,0.561,157.706,4,0,1990
So Anxious,100% Ginuwine,Ginuwine,1999-03-15,276066,58,0.733,0.279,0.395,2.37e-06,0.468,-11.959,0.0366,0.661,96.085,4,0,1990
Cowboy,Devil Without a Cause,Kid Rock,1998-08-05,257866,66,0.608,0.085,0.897,0.0,0.108,-2.921,0.291,0.868,166.652,4,0,1990
Man! I Feel Like A Woman!,Come On Over,Shania Twain,1997,233000,0,0.678,0.637,0.899,0.0,0.347,-2.937,0.048,0.757,124.944,4,0,1990
I Want It That Way,The Hits--Chapter One,Backstreet Boys,2001-10-23,213600,76,0.689,0.216,0.702,0.0,0.159,-5.642,0.0261,0.484,99.031,4,2,1990
Bailamos,Enrique,Enrique Iglesias,1999-11-23,214066,56,0.627,0.0528,0.888,0.00237,0.136,-4.523,0.0388,0.591,99.905,4,2,1990
You Had Me from Hello,Everywhere We Go,Kenny Chesney,1999-02-26,230826,52,0.595,0.508,0.393,0.0,0.153,-9.909,0.0292,0.2,137.744,4,1,1990
Ready to Run,Fly,The Chicks,1999-08-27,231293,56,0.644,0.245,0.644,0.00083,0.27,-7.542,0.0305,0.293,98.746,4,2,1990
Girls Best Friend,Instrumental Covers Of Jay-Z,White Knight Instrumental,2016-04-06,198720,0,0.675,0.0296,0.879,0.94,0.09,-14.031,0.0718,0.705,186.002,4,2,1990
"Pieman4Life (Parody of ""Simon Says"" by Pharoahe Monch)",Eat Pie or Die Tryin',Pieman,2010-12-16,181546,0,0.731,0.787,0.589,0.0,0.177,-9.693,0.525,0.559,93.814,4,1,1990
Never Gonna Let You Go,Keep the Faith,Faith Evans,1998,267400,50,0.644,0.442,0.443,0.0,0.117,-7.308,0.0295,0.0534,109.936,4,1,1990
TiK ToK,Animal,Kesha,2010,199693,2,0.755,0.0746,0.832,1.27e-06,0.291,-2.741,0.116,0.735,120.032,4,2,2000
Bad Romance,The Fame Monster,Lady Gaga,2009,294573,0,0.697,0.00305,0.921,3.65e-05,0.0831,-3.75,0.0391,0.721,118.99,4,2,2000
Replay,Replay,Iyaz,2009-08-11,182306,74,0.706,0.173,0.751,0.0,0.168,-6.323,0.0708,0.195,91.031,4,2,2000
Fireflies,Ocean Eyes,Owl City,2009-01-01,228346,80,0.512,0.0275,0.662,0.0,0.118,-6.797,0.0439,0.472,180.114,4,0,2000
Sexy Bitch (Sexy Chick) - Karaoke,Sexy Bitch (Sexy Chick) [Originally Performed by David Guetta featuring Akon],DJ Cover This,2010-02-09,205000,0,0.711,0.0898,0.711,0.892,0.132,-4.931,0.0434,0.69,120.04,4,2,2000
Whatcha Say,Jason Derulo,Jason Derulo,2010-02-24,221253,69,0.615,0.0444,0.711,0.0,0.145,-5.507,0.0779,0.711,144.036,4,2,2000
Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009-01-01,284373,67,0.798,0.00474,0.629,2.17e-05,0.324,-6.857,0.0735,0.4,130.0,4,2,2000
3,The Singles Collection,Britney Spears,2009-11-09,213173,66,0.697,0.0452,0.709,0.0,0.138,-1.917,0.0455,0.787,134.91,4,0,2000
Down,Masterpiece: Nuestra Obra Maestra,R.K.M & Ken-Y,2016-11-04,225693,65,0.801,0.563,0.773,0.00425,0.103,-6.651,0.0896,0.796,94.988,4,2,2000
Paparazzi,The Fame,Lady Gaga,2008-01-01,208306,0,0.763,0.111,0.693,0.0,0.101,-3.973,0.0438,0.399,114.912,4,2,2000
Sweet Dreams,I AM...SASHA FIERCE,Beyoncé,2008-11-14,208066,66,0.694,0.0895,0.825,1.86e-05,0.0618,-5.986,0.111,0.788,121.949,4,0,2000
How Low,Battle Of The Sexes (Deluxe),Ludacris,2010-01-01,201586,64,0.785,0.00248,0.498,1.23e-06,0.224,-6.977,0.0533,0.418,143.96,4,2,2000
Forever,The Paramour Sessions,Papa Roach,2006-01-01,246333,57,0.575,0.0173,0.591,0.0,0.173,-5.916,0.028,0.332,107.967,4,0,2000
Already Gone,Love On The Inside,Sugarland,2008-01-01,275866,44,0.48,0.214,0.596,1.06e-05,0.151,-5.844,0.03,0.332,154.769,3,1,2000
Do You Remember - Instrumental,Do You Remember (Originally Performed by Jay Sean featuring Sean Paul & Lil Jon),DJ Cover This,2010-01-19,211840,0,0.933,0.0269,0.526,0.00874,0.115,-5.38,0.0519,0.876,126.014,4,0,2000
Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,2009-01-01,202066,75,0.652,0.00112,0.698,0.000115,0.0886,-4.667,0.042,0.47,96.021,4,2,2000
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009-01-01,289133,74,0.743,0.0873,0.766,0.0,0.509,-6.375,0.0265,0.61,127.96,4,0,2000
Need You Now,Need You Now,Lady A,2010-01-01,277573,70,0.587,0.0927,0.622,0.000636,0.2,-5.535,0.0303,0.231,107.943,4,1,2000
BedRock - Karaoke / Instrumental,BedRock (Originally Performed by Young Money featuring Lloyd),DJ Cover This,2010-02-02,242000,0,0.935,0.0202,0.913,0.705,0.0573,-5.909,0.391,0.969,148.021,4,2,2000
Hard (As Made Famous By Rihanna Featuring Young Jeezy),Drew's Famous # 1 Karaoke Hits: Sing like Rihanna,The Karaoke Crew,2011-02-01,275969,0,0.716,0.0469,0.614,1.79e-05,0.064,-8.924,0.0379,0.313,91.017,4,0,2000
You Belong With Me,Fearless,Taylor Swift,2008-11-11,231133,72,0.687,0.162,0.783,1.35e-05,0.114,-4.44,0.0386,0.443,129.964,4,2,2000
Use Somebody,Only By The Night,Kings of Leon,2008-09-23,230760,77,0.276,0.00552,0.715,0.000417,0.201,-5.356,0.0432,0.173,137.028,4,0,2000
I Can Transform Ya (Made Famous by Chris Brown featuring Lil Wayne & Swizz Beatz),Super Summer Hits 2010,Summer Hit Superstars,2010-02-01,235546,0,0.575,0.164,0.786,0.0,0.0976,-9.363,0.54,0.933,167.341,4,2,2000
Evacuate the Dancefloor - Radio Edit,Evacuate the Dancefloor,Cascada,2009-07-14,208360,15,0.748,0.0174,0.696,0.0,0.267,-5.975,0.0493,0.891,127.002,4,0,2000
Fifteen,Fearless,Taylor Swift,2008-11-11,294333,63,0.556,0.067,0.651,0.0,0.145,-4.396,0.0266,0.203,95.485,4,1,2000
Two Is Better Than One - Instrumental,Two Is Better Than One (Originally Performed by Boys Like Girls featuring Taylor Swift),DJ Cover This,2010-02-02,244226,0,0.596,0.468,0.527,0.962,0.106,-8.233,0.0278,0.187,128.005,4,2,2000
Baby By Me (Featuring Ne-Yo),Before I Self-Destruct - The Selects,50 Cent,2009-01-01,213360,0,0.611,0.00399,0.831,0.00727,0.0266,-4.721,0.0959,0.353,190.061,4,2,2000
Cowboy Casanova,Play On,Carrie Underwood,2009,236786,62,0.597,0.0328,0.82,0.0,0.119,-2.529,0.0582,0.576,119.969,4,2,2000
Carry Out (Featuring Justin Timberlake),Shock Value II,Timbaland,2009-01-01,232466,66,0.531,0.114,0.574,0.0308,0.256,-6.693,0.113,0.272,115.68,5,1,2000
Run This Town - A Tribute to Jay Z and Rihanna and Kanye West,Run This Town (A Tribute to Jay Z and Rihanna and Kanye West),Explosion Productions,2013-04-17,275356,0,0.455,0.81,0.519,0.0,0.0999,-10.146,0.185,0.493,84.781,4,1,2000
Tie Me Down - Karaoke / Instrumental,Tie Me Down (Originally Performed by New Boyz featuring Ray J),DJ Cover This,2010-01-19,178040,0,0.363,0.0132,0.476,0.564,0.312,-10.552,0.0438,0.32,100.434,4,1,2000
Gangsta Luv,Gangsta Love,Snoop Dogg,2009-01-01,257386,38,0.597,0.0209,0.7,0.0,0.0785,-5.449,0.284,0.376,102.013,4,2,2000
Live Like We're Dying,Kris Allen,Kris Allen,2009-11-16,212506,53,0.589,0.0273,0.893,0.0,0.343,-2.948,0.0397,0.94,92.011,4,0,2000
Do I,Doin' My Thing,Luke Bryan,2009-01-01,239413,63,0.581,0.257,0.691,0.0,0.11,-5.33,0.0333,0.299,137.985,4,0,2000
Fallin' For You,Breakthrough (Deluxe Edition),Colbie Caillat,2009,215546,60,0.644,0.156,0.834,0.0,0.112,-6.473,0.0275,0.593,117.043,4,0,2000
Consider Me Gone,Keep On Loving You,Reba McEntire,2009-01-01,218053,57,0.587,0.098,0.732,0.0,0.0917,-3.851,0.0296,0.453,97.031,4,2,2000
One Time,My World,Justin Bieber,2009-01-01,215866,71,0.691,0.0631,0.853,7.13e-05,0.082,-2.528,0.0372,0.762,145.999,4,2,2000
Spotlight,Jennifer Hudson,Jennifer Hudson,2008-09-30,250106,63,0.707,0.0448,0.724,0.0,0.072,-3.887,0.051,0.659,108.984,4,2,2000
Russian Roulette,Rated R,Rihanna,2009-11-20,227533,66,0.48,0.046,0.486,0.0,0.107,-5.754,0.0447,0.265,80.051,4,1,2000
"Hey, Soul Sister","Hey, Soul Sister",Train,2009-08-06,216666,1,0.675,0.217,0.885,0.0,0.086,-4.432,0.0436,0.768,97.03,4,0,2000
Telephone - Karaoke / Instrumental,Telephone (Originally Performed by Lady GaGa Featuring Beyoncé),DJ Cover This,2010-01-12,220773,0,0.802,0.0348,0.518,0.923,0.125,-16.121,0.0528,0.603,122.007,4,2,2000
If You Only Knew,The Sound of Madness,Shinedown,2008-06-24,226640,54,0.449,0.000347,0.956,0.0,0.325,-4.011,0.0398,0.321,97.011,4,0,2000
The Truth,Wide Open,Jason Aldean,2009-04-07,238413,61,0.496,0.234,0.577,2.4e-06,0.109,-5.305,0.0257,0.381,143.014,4,0,2000
White Liar (Instrumental),Instrumental Covers of Miranda Lambert,White Knight Instrumental,2017-12-31,20736,0,0.542,0.821,0.4,0.641,0.137,-8.338,0.102,0.913,100.043,4,2,2000
Southern Voice,Southern Voice,Tim McGraw,2009-10-20,242426,38,0.63,0.0446,0.877,0.0,0.113,-4.106,0.0321,0.758,112.051,4,2,2000
My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,2009-03-06,211493,68,0.526,0.0014,0.882,0.0,0.144,-4.006,0.0509,0.424,144.982,4,2,2000
I Wanna Make You Close Your Eyes,Feel That Fire,Dierks Bentley,2009-01-01,239119,45,0.599,0.104,0.61,4.83e-05,0.115,-5.745,0.0232,0.359,95.979,4,0,2000
Don't Rain On My Parade (Glee Cast Version),"Glee: The Music, Volume 2",Glee Cast,2009-12-08,165493,57,0.483,0.598,0.691,0.0,0.0918,-5.223,0.0805,0.597,79.666,4,1,2000
It Kills Me,The Bridge,Melanie Fiona,2009-01-01,250413,51,0.618,0.228,0.764,0.0,0.0972,-4.375,0.0411,0.479,107.452,4,2,2000
According To You,Believe (II),Orianthi,2010-01-01,200346,54,0.619,0.0233,0.917,1.21e-05,0.0986,-2.582,0.0507,0.552,131.002,4,0,2000
Try Sleeping with a Broken Heart,The Element Of Freedom,Alicia Keys,2009-12-15,249013,62,0.496,0.158,0.82,0.246,0.13,-5.155,0.112,0.549,110.977,5,0,2000
Papers,Raymond v Raymond (Expanded Edition),Usher,2010-03-30,261413,46,0.802,0.0339,0.556,0.0,0.0958,-5.395,0.0418,0.158,120.047,4,2,2000
Smile,Lonely Grill,Lonestar,1999,213760,36,0.467,0.234,0.492,0.0,0.113,-8.908,0.0295,0.156,74.945,4,1,2000
Red Light,I'm About To Come Alive,David Nail,2009,246333,52,0.387,0.0917,0.804,1.98e-05,0.171,-2.601,0.0372,0.428,163.853,3,0,2000
Crawl,Graffiti,Chris Brown,2009-12-08,236253,0,0.41,0.0416,0.743,0.0,0.113,-6.356,0.0591,0.417,176.048,4,2,2000
Never Gonna Be Alone,Dark Horse,Nickelback,2008-10-28,227026,62,0.544,0.00155,0.802,7.34e-05,0.122,-4.152,0.0282,0.59,130.022,4,2,2000
On Fire,The Hunger For More,Lloyd Banks,2004-01-01,187280,59,0.759,0.0923,0.825,0.00057,0.24,-4.289,0.22,0.429,94.857,4,2,2000
In My Head,Jason Derulo,Jason Derulo,2010-02-24,199026,65,0.762,0.0266,0.748,0.0,0.348,-4.15,0.033,0.851,110.009,4,0,2000
Life After You,Leave This Town,Daughtry,2009-07-14,206413,51,0.434,0.0534,0.764,0.0,0.437,-3.45,0.0299,0.309,51.316,4,2,2000
Bonfire,That's Why,Craig Morgan,2008,179706,51,0.426,0.119,0.917,0.0,0.153,-2.968,0.103,0.506,175.716,4,0,2000
Uprising,The Resistance,Muse,2009-09-10,304840,76,0.602,0.000202,0.905,0.064,0.117,-4.046,0.0775,0.411,128.019,4,2,2000
Take Me As I Am,The Breakthrough,Mary J. Blige,2005-01-01,237493,45,0.599,0.0663,0.565,0.0,0.207,-4.663,0.0334,0.576,82.251,4,0,2000
Wasted,Some Hearts,Carrie Underwood,2005-11-14,274266,52,0.548,0.0936,0.775,0.0,0.0721,-3.285,0.0306,0.311,94.998,4,2,2000
Body Language - featuring T-Pain,Body Language - featuring T-Pain,Jesse McCartney & T-Pain,2009-01-01,221773,52,0.637,0.0625,0.701,0.0,0.175,-5.018,0.0412,0.466,161.476,4,0,2000
History In The Making,Learn To Live,Darius Rucker,2008-01-01,209480,46,0.475,0.0373,0.718,0.0,0.326,-5.638,0.034,0.453,157.722,4,0,2000
You Can't Always Get What You Want (Glee Cast Version),"Glee: The Music, Volume 2",Glee Cast,2009-12-08,207160,41,0.234,0.175,0.745,0.0,0.295,-6.017,0.0524,0.41,93.825,4,0,2000
This Is War,This Is War,Thirty Seconds To Mars,2009-01-01,326983,68,0.402,0.0663,0.723,2e-06,0.233,-5.26,0.0579,0.224,160.047,4,0,2000
One Less Lonely Girl,My World,Justin Bieber,2009-01-01,229106,69,0.58,0.159,0.75,0.0,0.274,-4.421,0.194,0.728,86.938,4,0,2000
Haven't Met You Yet,Crazy Love,Michael Bublé,2009-10-06,244586,72,0.615,0.152,0.733,0.0,0.109,-4.808,0.0335,0.796,122.58,4,0,2000
Why Don't We Just Dance,Haywire,Josh Turner,2010,192800,68,0.677,0.42,0.776,0.000689,0.0954,-5.933,0.0386,0.642,121.834,4,1,2000
Someday - Remastered,The Best Of Sugar Ray,Sugar Ray,2005-06-17,243333,60,0.743,0.0108,0.67,0.0702,0.22,-4.547,0.0293,0.934,110.832,4,0,2000
Eight Second Ride,Easy Does It,Jake Owen,2009-02-24,187320,58,0.645,0.104,0.843,0.0,0.249,-4.072,0.0475,0.534,92.357,3,0,2000
Bad Habits - uncut,BLACKsummers'night (2009),Maxwell,2009-07-07,352280,48,0.661,0.0873,0.67,2.01e-06,0.0794,-7.645,0.258,0.661,148.02,4,2,2000
All The Right Moves,Waking Up,OneRepublic,2009-01-01,238000,66,0.529,0.258,0.948,9.35e-06,0.283,-3.527,0.0474,0.65,146.024,4,0,2000
I Wanna Rock,Malice 'N Wonderland,Snoop Dogg,2009-01-01,235986,41,0.521,0.168,0.849,0.0,0.289,-3.238,0.318,0.431,122.852,5,2,2000
I Will Not Bow,Dear Agony,Breaking Benjamin,2009-01-01,216733,72,0.533,0.000165,0.955,1.36e-05,0.38,-3.708,0.0653,0.55,107.984,4,0,2000
Kings And Queens,This Is War,Thirty Seconds To Mars,2009-01-01,347666,64,0.293,0.0401,0.817,3.4e-05,0.13,-5.432,0.0852,0.145,165.0,4,0,2000
Break,Life Starts Now,Three Days Grace,2009-09-22,193106,66,0.578,0.000666,0.897,0.0,0.0924,-3.906,0.0357,0.737,115.491,4,0,2000
That's How Country Boys Roll,Best Of,Billy Currington,2011-01-01,223840,45,0.674,0.0579,0.919,0.0,0.113,-2.987,0.0347,0.9,120.968,4,2,2000
Gettin' You Home,The Man I Want To Be,Chris Young,2009-09-01,212133,65,0.639,0.44,0.678,1.45e-06,0.221,-5.02,0.0278,0.531,106.966,4,1,2000
1901,Wolfgang Amadeus Phoenix,Phoenix,2009-01-01,193106,0,0.604,0.0564,0.825,5.8e-05,0.192,-5.373,0.0429,0.707,144.085,4,0,2000
What I Do (In the Style of Chris Brown Featuring Plies) [Karaoke Version],What I Do (In the Style of Chris Brown and Plies) [Karaoke Version],Ameritz Karaoke Entertainment,2012-07-26,239975,0,0.632,0.00443,0.761,0.0,0.246,-10.383,0.0829,0.613,155.059,4,0,2000
Last Christmas,"Glee: The Music, The Christmas Album",Glee Cast,2010-11-09,216626,42,0.631,0.00703,0.757,0.0,0.348,-6.005,0.0254,0.649,106.885,4,0,2000
Then,American Saturday Night,Brad Paisley,2009-06-30,321640,64,0.493,0.512,0.643,2.42e-05,0.209,-5.19,0.0299,0.3,144.717,4,1,2000
I Get It In,Best Of 50 Cent,50 Cent,2017-03-31,200106,0,0.68,0.0657,0.784,1.77e-05,0.302,-8.175,0.213,0.582,94.968,4,0,2000
Breakeven,The Script,The Script,2008-09-08,261426,71,0.627,0.174,0.699,0.0,0.0789,-4.504,0.0244,0.535,94.003,4,0,2000
And I Am Telling You I'm Not Going,Dreamgirls (Music from the Motion Picture) [Deluxe Edition],Various Artists,2006-12-04,305373,57,0.464,0.187,0.735,0.0,0.161,-5.202,0.0861,0.339,122.714,4,0,2000
Video Phone (feat. Lady Gaga),I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,2009-11-20,304693,53,0.32,0.00203,0.782,0.000851,0.39,-7.37,0.374,0.527,78.05,4,2,2000
Halfway Gone,Smoke & Mirrors (Deluxe),Lifehouse,2010,195306,53,0.543,0.000449,0.919,0.0,0.243,-4.831,0.0415,0.498,125.023,4,0,2000
Twang,Twang,George Strait,2009-01-01,175600,37,0.561,0.279,0.956,6.83e-06,0.0801,-3.331,0.0799,0.78,158.621,4,0,2000
Toes,The Foundation,Zac Brown Band,2008-11-17,262773,18,0.8,0.655,0.759,0.0,0.0897,-5.398,0.0378,0.821,129.979,4,2,2000
Morning After Dark (Featuring Nelly Furtado & SoShy),Shock Value II (Deluxe),Timbaland,2009-01-01,231960,33,0.734,0.076,0.927,0.00134,0.0465,-4.244,0.042,0.901,118.039,4,2,2000
Who I Am,Who I Am,Jessica Andrews,2001,255233,0,0.419,0.0125,0.671,0.0,0.115,-5.364,0.0312,0.311,83.908,4,0,2000
Happy,Ashanti,Ashanti,2002-01-01,262226,64,0.727,0.241,0.515,3.74e-06,0.124,-6.553,0.0289,0.695,89.488,4,0,2000
So What,Funhouse,P!nk,2008-10-24,215160,0,0.535,0.000304,0.886,2.26e-06,0.257,-3.106,0.045,0.445,126.012,4,2,2000
Who Says,Battle Studies,John Mayer,2009-11-13,175480,66,0.584,0.267,0.509,0.00252,0.36,-13.109,0.0287,0.367,90.457,4,1,2000
Wheels,Greatest Hits,Foo Fighters,2009-11-03,278213,62,0.426,0.000495,0.792,5.1e-06,0.142,-4.709,0.0374,0.557,161.994,4,0,2000
All I Ask For Anymore,Definitive Greatest Hits,Trace Adkins,2010-01-01,237213,26,0.49,0.133,0.443,1.98e-05,0.0902,-6.493,0.029,0.279,129.786,4,1,2000
If We Ever Meet Again (Featuring Katy Perry),Shock Value II,Timbaland,2009-01-01,292706,67,0.652,0.00481,0.605,0.0,0.0605,-7.371,0.0393,0.394,126.091,4,0,2000
Regret - GL Remix,Regret (Remix),LeToya,2010-01-01,242613,4,0.526,0.0421,0.872,0.0,0.0675,-4.679,0.306,0.52,90.071,4,2,2000
Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,83,0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,0.928,114.988,4,2,2010
Party Rock Anthem,Sorry For Party Rocking,LMFAO,2011-01-01,262146,73,0.751,0.0206,0.736,0.0,0.265,-4.168,0.156,0.352,130.014,4,2,2010
Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,86,0.825,0.581,0.652,0.0,0.0931,-3.183,0.0802,0.931,95.977,4,2,2010
Closer,Closer,The Chainsmokers,2016-07-29,244960,86,0.748,0.414,0.524,0.0,0.111,-5.599,0.0338,0.661,95.01,4,0,2010
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,2018-06-15,235545,76,0.851,0.568,0.541,0.0,0.13,-6.825,0.0505,0.448,124.959,4,1,2010
We Found Love,Talk That Talk,Rihanna,2011-11-18,215226,76,0.734,0.025,0.766,0.00138,0.108,-4.485,0.0383,0.6,127.986,4,2,2010
Old Town Road - Remix,7 EP,Lil Nas X,2019-06-21,157066,83,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,0.639,136.041,4,0,2010
Somebody That I Used To Know,Making Mirrors,Gotye,2011-01-01,244884,81,0.865,0.548,0.521,0.000115,0.0989,-6.932,0.0371,0.748,129.059,4,1,2010
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,2017-04-17,228826,74,0.653,0.228,0.816,0.0,0.0967,-4.353,0.167,0.816,178.085,4,0,2010
Rolling in the Deep,21,Adele,2011-01-19,228093,30,0.73,0.138,0.77,0.0,0.0473,-5.114,0.0298,0.507,104.948,4,2,2010
Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,2018-12-14,158040,84,0.76,0.556,0.479,0.0,0.0703,-5.574,0.0466,0.913,89.911,4,2,2010
Without Me,Without Me,Halsey,2018-10-04,201660,82,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,0.533,136.041,4,0,2010
Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,193400,79,0.783,0.0114,0.58,2.28e-06,0.108,-6.548,0.0408,0.66,120.021,4,0,2010
Blurred Lines,Blurred Lines (Deluxe),Robin Thicke,2013-01-01,263826,76,0.853,0.00334,0.599,7.93e-06,0.0759,-4.756,0.0411,0.843,119.993,4,0,2010
Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,87,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,0.168,95.05,3,1,2010
SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,86,0.834,0.00513,0.73,0.0,0.124,-3.714,0.222,0.446,155.008,4,2,2010
All About That Bass,Title (Deluxe),Meghan Trainor,2015-01-09,187920,73,0.807,0.0573,0.887,2.87e-06,0.124,-3.726,0.0503,0.961,134.052,4,2,2010
Royals,Pure Heroine,Lorde,2013-09-27,190185,77,0.674,0.121,0.428,0.0,0.132,-9.504,0.122,0.337,84.878,4,2,2010
God's Plan,Scorpion,Drake,2018-06-29,198973,84,0.754,0.0332,0.449,8.29e-05,0.552,-9.211,0.109,0.357,77.169,4,2,2010
Moves Like Jagger,Singles,Maroon 5,2015-09-25,202640,67,0.72,0.0113,0.751,0.0,0.353,-4.484,0.0462,0.599,128.017,4,2,2010
"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,2014-03-03,232720,81,0.647,0.219,0.822,0.0,0.0908,-4.662,0.183,0.962,160.019,4,2,2010
Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220733,80,0.637,0.0151,0.843,0.0,0.0876,-5.413,0.0432,0.434,109.012,4,2,2010
rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,85,0.585,0.124,0.52,7.01e-05,0.131,-6.136,0.0712,0.129,159.801,4,1,2010
TiK ToK,Animal (Expanded Edition),Kesha,2010-01-01,199693,82,0.755,0.0991,0.837,0.0,0.289,-2.718,0.142,0.714,120.028,4,0,2010
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,2015,229525,82,0.689,0.369,0.481,1.03e-06,0.0649,-7.503,0.0815,0.283,80.025,4,1,2010
