track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,202066,81,0.652,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,0.47,96.021,4,Energetic
American Boy,Shine,Estelle,2008-03-28,284733,81,0.727,0.171,0.727,0.729,0.0,0.07,-2.99,0.326,0.512,117.932,4,Energetic
Cheap Thrills,This Is Acting,Sia,2016-01-29,211666,78,0.628,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0.105,0.732,89.976,4,Energetic
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,80,0.664,0.0337,0.664,0.708,0.0,0.0841,-4.154,0.0474,0.742,103.07,4,Energetic
Wolves,Wolves,Selena Gomez,2017-10-25,197993,82,0.724,0.124,0.724,0.804,0.0,0.204,-4.614,0.0448,0.306,124.987,4,Energetic
This Feeling,Sick Boy,The Chainsmokers,2018-12-14,197946,77,0.575,0.0558,0.575,0.571,0.0,0.0912,-7.906,0.0439,0.449,105.049,4,Energetic
24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,81,0.818,0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,0.632,106.97,4,Energetic
Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,2005-11-28,218093,85,0.778,0.284,0.778,0.824,0.0,0.405,-5.892,0.0712,0.756,100.024,4,Energetic
Mr. Brightside,Hot Fuss,The Killers,2004-06-15,222075,0,0.351,0.00113,0.351,0.928,0.0,0.0988,-3.71,0.0759,0.239,148.03,4,Energetic
HandClap,Fitz and The Tantrums,Fitz and The Tantrums,2016-06-10,193253,67,0.636,0.00609,0.636,0.836,0.000157,0.0828,-3.004,0.0427,0.715,139.956,4,Energetic
Like I Do,7,David Guetta,2018-09-14,201560,60,0.667,0.00569,0.667,0.871,0.00655,0.165,-4.905,0.0343,0.187,128.042,4,Energetic
REMEDY,REMEDY,Alesso,2018-08-31,190295,71,0.601,0.269,0.601,0.775,0.0,0.0883,-4.612,0.0473,0.483,119.964,4,Energetic
Post Malone (feat. RANI),Magnets EP,Sam Feldt,2019-05-24,174444,77,0.59,0.0771,0.59,0.642,0.0,0.105,-3.87,0.122,0.651,107.356,4,Energetic
Sweet but Psycho,Sweet but Psycho,Ava Max,2018-08-17,187436,21,0.719,0.0691,0.719,0.704,0.0,0.166,-4.724,0.0476,0.628,133.002,4,Energetic
It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),Kygo,2017-02-16,220780,78,0.64,0.119,0.64,0.533,0.0,0.0864,-6.596,0.0706,0.515,99.968,4,Energetic
Car Rides,Minimalism (Official Documentary Soundtrack),VVE,2016-05-23,167083,25,0.692,0.00154,0.692,0.792,0.856,0.0985,-4.963,0.0304,0.137,110.014,4,Energetic
It's Only - Instrumental,In Return (Deluxe Edition),ODESZA,2015-09-18,260063,40,0.429,0.199,0.429,0.515,0.862,0.589,-12.581,0.116,0.0795,119.928,4,Energetic
Light - Instrumental,In Return (Deluxe Edition),ODESZA,2015-09-18,253533,38,0.658,0.12,0.658,0.54,0.882,0.149,-10.152,0.0327,0.183,132.972,4,Energetic
Always This Late - Instrumental,In Return (Deluxe Edition),ODESZA,2015-09-18,160941,34,0.615,0.008,0.615,0.455,0.121,0.0819,-9.625,0.0469,0.377,170.068,4,Energetic
Sundara - Instrumental,In Return (Deluxe Edition),ODESZA,2015-09-18,134670,33,0.591,0.0823,0.591,0.616,0.786,0.104,-11.019,0.0389,0.0936,120.078,4,Energetic
Echoes - Instrumental,In Return (Deluxe Edition),ODESZA,2015-09-18,250403,33,0.579,0.00154,0.579,0.467,0.847,0.0878,-9.556,0.0421,0.112,139.973,4,Energetic
Intro,xx,The xx,2009-08-16,127920,30,0.617,0.459,0.617,0.778,0.925,0.128,-8.871,0.027,0.152,100.363,4,Energetic
Turn Left,Focus Your Brain - Deep Ambient Soundscapes Vol 1,Various Artists,2016-07-31,209922,36,0.598,0.00572,0.598,0.39,0.916,0.127,-9.782,0.0287,0.202,100.008,4,Energetic
My Only Swerving,El Ten Eleven,El Ten Eleven,2005-09-20,314586,0,0.533,0.11,0.533,0.632,0.811,0.124,-11.883,0.0476,0.142,171.755,4,Energetic
Everything,Live at the Factory,City of the Sun,2014-03-18,281746,34,0.311,0.883,0.311,0.445,0.924,0.127,-17.413,0.0376,0.376,140.169,4,Energetic
White Lies - Instrumental,In Return (Deluxe Edition),ODESZA,2015-09-18,277333,33,0.539,0.0101,0.539,0.446,0.376,0.0838,-10.306,0.0952,0.09,89.875,4,Energetic
Moonrise,Coming of Age - EP,Zimmer,2015-07-10,242639,0,0.734,0.551,0.734,0.524,0.815,0.0886,-9.481,0.0475,0.198,115.017,4,Energetic
Carbonated,Crooks & Lovers,Mount Kimbie,2010-07-19,258504,50,0.553,0.749,0.553,0.328,0.894,0.0906,-13.52,0.0812,0.785,135.001,4,Energetic
Before I Move Off,Crooks & Lovers,Mount Kimbie,2010-07-19,250338,44,0.805,0.57,0.805,0.642,0.303,0.169,-5.589,0.439,0.658,104.856,4,Energetic
Vision Trail,Vision Trail,Blue States,2016-07-08,323815,0,0.509,0.0346,0.509,0.799,0.937,0.197,-8.199,0.0313,0.489,103.981,3,Energetic
Nice Swing,Nice Swing,Ken Waters,2016-08-08,210861,22,0.714,0.114,0.714,0.656,0.852,0.252,-6.094,0.0436,0.428,97.992,4,Energetic
Daylight,Marks,Beauvois,2016-12-02,244506,51,0.691,0.918,0.691,0.49,0.376,0.0751,-12.883,0.275,0.0385,107.965,4,Energetic
De La Luz,Animal,Fakear,2016-06-03,248862,0,0.841,0.1,0.841,0.613,0.665,0.0809,-8.231,0.133,0.479,122.002,4,Energetic
Apple Pies & Butterflies,Beat Tape 1,Blue Wednesday,2016-11-25,196231,38,0.846,0.385,0.846,0.377,0.847,0.0409,-13.698,0.169,0.606,100.028,4,Energetic
Vanish Away (1.2),La montagne - Single,Février,2016-02-26,261285,0,0.761,0.262,0.761,0.765,0.901,0.0952,-7.075,0.0358,0.577,113.009,4,Energetic
By My Side,By My Side,craves,2016-03-18,215997,0,0.676,0.0286,0.676,0.667,0.00029,0.144,-7.147,0.0683,0.398,90.02,4,Energetic
Voyeur,Voyeur,Eastghost,2016-11-10,256731,38,0.632,0.299,0.632,0.683,0.964,0.0667,-9.513,0.0557,0.0409,93.998,4,Energetic
Warm Magic,Wanderflower,Jadu Heart,2016-04-07,187826,39,0.71,0.677,0.71,0.366,0.0786,0.582,-12.68,0.148,0.321,115.068,4,Energetic
Dusk,Dawn EP,filous,2015-07-17,208000,39,0.585,0.718,0.585,0.527,0.715,0.0739,-9.972,0.0443,0.105,179.974,4,Energetic
FHKD,Warm on a Cold Night (Deluxe),HONNE,2016-01-22,269938,28,0.705,0.00442,0.705,0.756,0.808,0.289,-6.582,0.0418,0.203,119.998,4,Energetic
El Michels Affair - C.R.E.A.M,Chef (Original Motion Picture Soundtrack),Various Artists,2014-05-14,174613,28,0.585,0.561,0.585,0.46,0.942,0.0902,-9.175,0.0255,0.103,96.848,4,Energetic
Reminder,Origins (2011-2016),Uppermost,2017-02-10,259240,35,0.525,0.456,0.525,0.705,0.0593,0.519,-7.331,0.164,0.616,97.009,4,Energetic
The Sea Inside,Changing Days,Mano Le Tough,2013-02-22,283213,42,0.642,0.234,0.642,0.662,0.809,0.393,-9.153,0.195,0.106,179.97,4,Energetic
Mirror Maru,Mirror Maru EP,Cashmere Cat,2012-10-22,242133,0,0.781,0.352,0.781,0.718,0.552,0.0981,-6.559,0.0394,0.154,129.956,4,Energetic
Paws,Mirror Maru EP,Cashmere Cat,2012-10-22,262013,0,0.707,0.478,0.707,0.575,0.128,0.103,-6.629,0.0343,0.216,129.953,4,Energetic
Home Cooked,Home Cooked,Hurley Mower,2016-10-14,195736,35,0.727,0.663,0.727,0.456,0.0376,0.0878,-10.577,0.0919,0.294,111.016,4,Energetic
Klanga - De Hofnar Remix,Klanga,Gostan,2014-11-28,264293,55,0.727,0.0305,0.727,0.538,0.651,0.104,-9.032,0.0397,0.6,123.979,4,Energetic
Montrose Ave,Montrose Ave,Y.V.E. 48,2016-02-16,173320,57,0.692,0.00116,0.692,0.585,0.895,0.161,-6.456,0.0308,0.667,121.999,4,Energetic
And the Sea,And the Sea,Poolside,2016-07-22,269500,0,0.714,0.51,0.714,0.785,0.866,0.0941,-6.878,0.0422,0.934,110.004,4,Energetic
Let Go,The Stampede of Life,Andrew Rothschild,2016-03-20,158981,0,0.507,0.758,0.507,0.507,0.237,0.102,-13.305,0.0285,0.179,109.121,4,Energetic
Cirrus,Cirrus,Bonobo,2013-01-21,352246,34,0.64,0.395,0.64,0.844,0.933,0.0827,-8.412,0.0374,0.364,119.042,4,Energetic
Outlier,Migration,Bonobo,2017-01-13,475480,46,0.693,0.23,0.693,0.59,0.834,0.0685,-7.232,0.0464,0.237,117.006,4,Energetic
Grains,Migration,Bonobo,2017-01-13,268893,44,0.441,0.837,0.441,0.423,0.966,0.0924,-9.435,0.0369,0.159,124.962,4,Energetic
Kerala,Migration,Bonobo,2017-01-13,237546,61,0.529,0.0237,0.529,0.739,0.607,0.171,-9.578,0.0718,0.138,124.75,4,Energetic
7th Sevens,Migration,Bonobo,2017-01-13,307327,44,0.656,0.0281,0.656,0.653,0.858,0.112,-11.883,0.0396,0.199,117.999,4,Energetic
Ey,Todo Lo Sólido Se Desvanece en el Aire,Isla de Caras,2016-12-02,165516,21,0.447,0.224,0.447,0.584,0.714,0.16,-7.308,0.0287,0.181,128.012,4,Energetic
Diamond Child,Diamond Child,Aayushi,2015-06-16,237007,37,0.416,0.513,0.416,0.394,0.00155,0.0988,-9.269,0.0641,0.131,81.988,4,Energetic
What We've Got,Manatee Commune,Manatee Commune,2016-09-16,248000,0,0.791,0.26,0.791,0.422,0.223,0.395,-7.737,0.0707,0.499,150.026,4,Energetic
Rise of Angel - Andrea Oliva Remix,Rise of Angel,Luciano,2012-11-19,493510,38,0.822,0.0429,0.822,0.647,0.815,0.0667,-12.897,0.126,0.438,124.997,4,Energetic
Come Back,Convex,Nym,2015-10-27,303986,3,0.477,0.00122,0.477,0.557,0.00376,0.368,-8.593,0.0392,0.0737,94.484,4,Energetic
Left (feat. Fabian Reichelt),Left / Right EP,Marek Hemmann,2010-05-07,478182,0,0.755,0.159,0.755,0.515,0.769,0.102,-11.413,0.0646,0.27,127.001,4,Energetic
Bag of Bones,Bag of Bones EP (incl. Luke Vibert Remix),Felix Laband,2016-09-30,365694,45,0.726,0.772,0.726,0.202,0.897,0.0782,-14.214,0.231,0.682,211.863,4,Energetic
Aaron,Berlin Calling (The Soundtrack by Paul Kalkbrenner),Paul Kalkbrenner,2013-07-12,353813,62,0.723,0.0755,0.723,0.387,0.861,0.0818,-12.039,0.279,0.133,111.98,4,Energetic
Innerbloom (Lane 8 Remix),Innerbloom (The Remixes),RÜFÜS DU SOL,2016-10-21,435483,44,0.603,0.00771,0.603,0.593,0.275,0.126,-10.971,0.0298,0.0986,123.998,4,Energetic
Always,Always,Zave,2016-11-16,216000,21,0.605,0.00186,0.605,0.426,0.081,0.108,-15.043,0.0392,0.0708,90.018,4,Energetic
Steps,Steps,Daag,2015-05-06,178938,25,0.591,0.000696,0.591,0.692,0.766,0.098,-7.817,0.0702,0.547,131.694,5,Energetic
Touch,Touch,Alice Ivy,2016-01-30,234688,24,0.587,0.476,0.587,0.461,0.897,0.103,-11.968,0.0275,0.223,98.998,4,Energetic
Bluebird,Kopernikus EP,Stil & Bense,2016-05-06,440118,40,0.881,0.071,0.881,0.39,0.747,0.0489,-10.675,0.0976,0.607,118.02,4,Energetic
What I Say,"We Go Deep, Saison 1 - Mixed By the Avener",Various Artists,2014-07-14,468836,0,0.826,0.0543,0.826,0.468,0.804,0.0794,-8.595,0.0465,0.203,121.001,4,Energetic
Whatever - Original Mix,Miami Sessions 2015 (Compiled and Mixed by Milk & Sugar),Various Artists,2015-04-03,327096,0,0.619,0.0109,0.619,0.681,0.883,0.0794,-10.211,0.0317,0.112,123.986,4,Energetic
Manana Tepotzlan,Cenotes,El Búho,2015-11-13,240000,0,0.61,0.262,0.61,0.549,1.86e-06,0.141,-8.98,0.275,0.38,79.999,4,Energetic
Tecolotin,Cenotes,El Búho,2015-11-13,262325,0,0.709,0.21,0.709,0.637,0.704,0.171,-8.392,0.0509,0.817,171.983,4,Energetic
From Here,OWSLA Worldwide Broadcast,Various Artists,2016-01-29,203720,45,0.591,0.338,0.591,0.532,0.883,0.359,-7.509,0.226,0.254,171.957,4,Energetic
Ukiyo,"TheSoundYouNeed, Vol. 1",Various Artists,2014-11-16,228343,49,0.605,0.268,0.605,0.584,0.606,0.351,-8.083,0.0667,0.58,180.065,4,Energetic
Harpe,Harpe/Syko,Kenton Slash Demon,2015-09-18,413218,0,0.571,0.000806,0.571,0.495,0.772,0.109,-7.927,0.0537,0.074,125.996,4,Energetic
Celebration (feat. Otter Berry),Celebration (feat. Otter Berry),Oleska,2015-11-04,282644,21,0.64,0.0127,0.64,0.775,0.88,0.0812,-5.901,0.0437,0.0973,123.977,4,Energetic
Life of the World,Life of the World,Thastor,2015-09-18,230881,19,0.833,0.112,0.833,0.433,0.0233,0.0553,-7.003,0.0557,0.256,99.996,4,Energetic
Jennesys,Jennesys,Emrod,2017-03-10,240000,50,0.646,0.21,0.646,0.83,0.836,0.115,-8.398,0.0395,0.137,124.009,4,Energetic
Sirens - Mollono.Bass Remix,Happy Body Music Remix Session One,Monkey Safari,2012-07-20,465712,0,0.836,0.000425,0.836,0.575,0.891,0.0877,-8.584,0.0693,0.896,126.012,4,Energetic
Lately - Monkey Miros Aerobic Remix,Lately,Saxity,2013-06-07,397500,15,0.775,0.00226,0.775,0.845,0.289,0.111,-5.167,0.0804,0.636,128.016,4,Energetic
Mt. Wolf - Life Size Ghosts - Catching Flies Remix,The Stars,Catching Flies,2012,254117,49,0.45,0.0123,0.45,0.433,0.143,0.198,-10.839,0.0419,0.0393,113.508,5,Energetic
Komorebi,Komorebi / Mama's Wisdom,Catching Flies,2016-11-25,230341,42,0.568,0.716,0.568,0.489,0.743,0.106,-11.22,0.0353,0.0387,92.992,4,Energetic
Amazone,Home,Alvan,2016-07-01,238341,33,0.55,0.024,0.55,0.469,0.179,0.0724,-10.167,0.0784,0.178,176.934,3,Energetic
Spiel mir das Lied vom Glück,Glücks EP,Klangkuenstler,2013,418116,0,0.811,0.000632,0.811,0.486,0.534,0.0753,-10.434,0.1,0.947,123.981,4,Energetic
Mechanical Cocktail,Euro Kiss,Popular Computer,2016-05-30,251393,15,0.839,0.0907,0.839,0.417,0.224,0.0696,-10.371,0.0581,0.601,92.008,4,Energetic
Mission Hill Morning,Tetrachromat,Daniel T.,2015-09-04,200567,0,0.817,0.0365,0.817,0.592,0.86,0.119,-10.996,0.136,0.764,99.996,4,Energetic
Rough Patch - Mixed,DJ-KiCKS (Wolf + Lamb vs Soul Clap) [DJ Mix],Wolf + Lamb,2011-03-25,250653,15,0.793,0.124,0.793,0.665,0.887,0.0994,-12.347,0.0547,0.661,111.188,4,Energetic
Fast Tongue,Significant Others,Various Artists,2009-03-08,398375,23,0.884,0.298,0.884,0.523,0.829,0.116,-10.747,0.0556,0.563,111.982,4,Energetic
By the Sea,By the Sea,Dyalla,2017-04-19,144489,17,0.692,0.407,0.692,0.528,0.677,0.11,-9.514,0.0262,0.703,98.046,4,Energetic
opal ocean,fabulist,slenderbodies,2017-04-12,225992,0,0.671,0.0281,0.671,0.683,0.631,0.157,-9.331,0.0282,0.317,132.582,4,Energetic
Your Life,Soft Illusions,Andras Fox,2015-08-13,361306,0,0.758,0.0118,0.758,0.373,0.614,0.0873,-16.452,0.0695,0.463,118.989,4,Energetic
Prism,Prism,Adam Halogen,2015-04-20,187868,8,0.595,0.776,0.595,0.303,0.948,0.09,-14.886,0.0308,0.0999,103.553,4,Energetic
S P A C E,"Nightdrive, Vol. 1: Invisible Movie Score",Adam Halogen,2015-02-27,202000,7,0.474,0.908,0.474,0.308,0.943,0.109,-13.641,0.0414,0.0361,108.124,4,Energetic
Time,Spleen,Kidswaste,2017-02-24,274668,28,0.602,0.891,0.602,0.422,0.696,0.099,-14.759,0.109,0.0459,100.023,4,Energetic
Underwater,Underwater,Kidswaste,2015-06-05,244243,0,0.631,0.13,0.631,0.454,0.235,0.344,-13.646,0.0435,0.0457,90.034,4,Energetic
Changes,Changes,Howle,2015-10-16,195215,0,0.802,0.254,0.802,0.831,0.507,0.0695,-4.682,0.0694,0.455,142.034,4,Energetic
Cherry Blossom,Spiderwebbed,Stumbleine,2012-10-29,254320,32,0.326,0.000191,0.326,0.519,0.885,0.125,-7.663,0.0661,0.152,100.01,4,Energetic
Monochrome,Static Bloom,Stumbleine,2017-03-20,143913,0,0.239,0.000202,0.239,0.576,0.894,0.0811,-11.434,0.0485,0.0396,115.227,1,Energetic
Doubt (Summer Edit),Doubt (Summer Edit),Shallou,2016-08-23,226857,48,0.733,0.168,0.733,0.62,0.000989,0.118,-8.556,0.0698,0.122,104.95,4,Energetic
Midnight Lovers,Midnight Lovers,Lanea,2017-03-17,183790,0,0.643,0.183,0.643,0.677,0.0,0.408,-4.809,0.0631,0.141,85.041,4,Energetic
Bowed Time,Bowed Time,Somechords,2016-03-11,216428,0,0.726,0.364,0.726,0.59,0.769,0.103,-8.367,0.0458,0.355,111.993,4,Energetic
When I Get There,Invincible EP,Big Wild,2017-02-10,220000,65,0.694,0.000196,0.694,0.483,0.557,0.134,-7.157,0.0359,0.132,96.029,4,Energetic
African Sun,African Sun - Single,Jamie Prado,2016-02-18,268450,25,0.718,0.0889,0.718,0.724,0.82,0.133,-6.679,0.0428,0.334,122.993,4,Energetic
Moonwalk Away,Three Second Memory,GoldFish,2013-01-01,359226,0,0.712,0.0136,0.712,0.702,0.924,0.074,-7.129,0.0444,0.655,121.039,4,Energetic
Inside My Head,Inside My Head,OTR,2017-05-05,240750,0,0.522,0.17,0.522,0.281,0.000267,0.11,-11.425,0.161,0.191,159.794,4,Energetic
Late Night,Late Night,ODESZA,2017-04-25,228154,47,0.612,0.0358,0.612,0.628,0.00898,0.193,-6.754,0.0752,0.434,125.043,4,Energetic
zZz,zZz,DROELOE,2016-03-21,193600,0,0.726,0.245,0.726,0.713,0.659,0.633,-8.425,0.0584,0.488,150.066,4,Energetic
Without You,My Friends Never Die,ODESZA,2013-09-17,184000,50,0.427,0.0026,0.427,0.603,0.0125,0.156,-7.812,0.0309,0.178,75.058,4,Energetic
Jungle,Petit Biscuit,Petit Biscuit,2016-05-13,273903,49,0.363,0.302,0.363,0.655,0.0679,0.103,-6.582,0.0769,0.0581,171.664,4,Energetic
Silver Clouds,Silver Clouds,LOWSELF,2016-03-31,173667,0,0.662,0.0829,0.662,0.743,0.0916,0.115,-6.769,0.323,0.148,81.01,4,Energetic
Hold Me,Hold Me,Olmos,2016-04-27,216131,0,0.663,0.0161,0.663,0.5,0.698,0.0896,-11.933,0.0321,0.237,119.998,4,Energetic
The Little Things - Kasbo Remix,The Little Things (Kasbo Remix),Big Gigantic,2016-09-20,183893,46,0.485,0.213,0.485,0.614,2.1e-06,0.0961,-5.701,0.0411,0.221,85.027,4,Energetic
Samurai,Bambro Koyo Ganda,Bonobo,2017-06-05,341594,45,0.592,0.454,0.592,0.691,0.75,0.0995,-9.03,0.0343,0.234,119.996,4,Energetic
Boost,Mondays,Joakim Karud,2017-05-22,201290,34,0.704,0.0184,0.704,0.802,0.902,0.18,-6.666,0.0566,0.198,92.984,4,Energetic
Underwater,Underwater,Naulé,2017-05-18,203819,18,0.843,0.225,0.843,0.857,0.706,0.0788,-4.238,0.0638,0.186,125.991,4,Energetic
Hands Up! - Original Mix,Hands Up!,Audox,2013-11-14,404400,8,0.69,0.000155,0.69,0.96,0.00289,0.0815,-2.695,0.0822,0.856,149.993,4,Energetic
Watching Me,Watching Me,High Maintenance,2013-09-08,253559,0,0.333,0.00148,0.333,0.912,0.094,0.0835,-2.326,0.0448,0.247,176.952,4,Energetic
Touchstone - Original Mix,Touchstone,Costa Pantazis,2012-06-18,442702,0,0.438,3.85e-05,0.438,1.0,0.732,0.42,-2.727,0.116,0.0618,147.95,4,Energetic
Dust Devil,Monstercat 005 - Evolution,Various Artists,2012-02-13,315062,0,0.492,0.000321,0.492,0.979,0.688,0.739,-1.598,0.0454,0.407,90.002,4,Energetic
Ravefield [Mix Cut] - Original Mix,Hardwell Presents Revealed Vol. 5,Hardwell,2014-06-27,208333,18,0.471,0.00252,0.471,0.955,0.94,0.34,-6.89,0.0474,0.0737,129.239,4,Energetic
New Game,New Game,Nitro Fun,2014-02-10,259355,0,0.627,0.000611,0.627,0.991,0.675,0.396,-2.9,0.0804,0.516,128.007,4,Energetic
Swamp Thing,Swamp Thing,Pegboard Nerds,2015-06-15,263111,0,0.558,0.00215,0.558,0.99,0.651,0.645,-2.342,0.196,0.417,134.938,4,Energetic
Hero (feat. Elizaveta),Hero (feat. Elizaveta),Pegboard Nerds,2014-03-17,330400,0,0.436,0.00374,0.436,0.922,0.000413,0.253,-3.279,0.0627,0.0928,150.151,4,Energetic
Heartbit (MIU Remix) [feat. Tia Simone],Heartbit (The Remixes),Pegboard Nerds,2016-04-19,205550,0,0.401,0.000571,0.401,0.951,0.0921,0.604,-3.252,0.203,0.135,149.843,4,Energetic
Vienen - NG Rezonance Dub Mix,Vienen,Costa Pantazis,2013-04-22,371200,5,0.505,3.8e-05,0.505,0.997,0.943,0.452,-4.841,0.177,0.121,150.015,4,Energetic
Minted,Gold Plated Frequencies,Haezer,2013-12-02,239959,0,0.524,0.00465,0.524,0.73,0.655,0.337,-8.281,0.0352,0.136,129.961,4,Energetic
Reach Out,25 Years of Dougal,Various Artists,2015-09-18,358713,24,0.484,0.000414,0.484,0.958,0.00418,0.0914,-2.991,0.0675,0.114,170.053,4,Energetic
Lifting Me Higher (Back to 97 Mix),Lifting Me Higher (Back to 97 Mix),Dougal,2012-08-27,254117,0,0.552,0.000599,0.552,0.983,0.000531,0.0235,-2.269,0.199,0.162,170.01,4,Energetic
Viper - Original Mix,Viper,Technikore,2016-06-13,289411,7,0.326,0.00108,0.326,0.932,0.916,0.263,-4.758,0.0816,0.442,170.002,4,Energetic
Breathe - 'Raver Baby' Mix,Breathe,Al Storm,2015-10-01,391400,10,0.54,0.000873,0.54,0.956,0.0895,0.124,-6.138,0.0635,0.244,167.968,4,Energetic
Feel the Melody (feat. Sara),Feel the Melody (feat. Sara),S3RL,2012-09-20,232631,54,0.46,0.00304,0.46,0.996,0.0116,0.335,-1.172,0.327,0.36,175.123,4,Energetic
The 2nd Wave - Original Mix,Remastered,S3RL,2016-09-22,374400,26,0.455,0.00485,0.455,0.987,0.91,0.576,-3.704,0.174,0.303,175.023,4,Energetic
Before The Sun - Original Mix,Before The Sun,Darren Styles,2015-12-07,306000,27,0.487,0.00446,0.487,0.841,5.19e-06,0.234,-1.877,0.141,0.362,170.29,4,Energetic
Next To Me - Nu Foundation Remix,Next To Me (Original Mix) / Next To Me (Nu Foundation Remix) / Open Your Eyes To Love (Darwin Remix),Fracus,2011-09-26,333514,10,0.442,6.83e-05,0.442,0.953,0.177,0.0468,-2.0,0.0514,0.238,174.985,4,Energetic
Patience - NG Rezonance Remix,Patience,Costa Pantazis,2012-04-02,354246,0,0.566,1.52e-05,0.566,0.999,0.744,0.226,-6.778,0.112,0.362,144.999,4,Energetic
Don't Wake Me Up,Keys to the Club G Minor Vol 3,Various Artists,2014-03-07,216265,0,0.452,0.000904,0.452,0.978,0.0623,0.0686,-5.161,0.0667,0.156,144.001,4,Energetic
I Want You Tonight - Original Mix,Turbulence Hardcore Anthems (5060236010018),Various Artists,2010-05-31,300021,6,0.487,0.000244,0.487,0.989,0.0195,0.358,-2.084,0.107,0.131,176.798,4,Energetic
Lights Down Low - Technikore's Supersonik VIP (Album Edit),Supersonik Hardcore,Various Artists,2014-09-01,139764,0,0.515,0.0249,0.515,0.859,0.0,0.111,-3.551,0.287,0.428,170.096,4,Energetic
Weekend!,The Stadium Techno Experience,Scooter,2003-03-31,212466,56,0.497,0.000949,0.497,0.977,0.11,0.722,-5.495,0.0551,0.49,143.033,4,Energetic
Resensitize - Original Mix,Hardcore Vocal Anthems,Various Artists,2012-09-10,323293,7,0.476,7.93e-05,0.476,0.937,0.0207,0.389,-1.22,0.0437,0.618,169.959,4,Energetic
The Only One (Darren Styles Remix) [feat. Ben Clark],The Only One (Darren Styles Remix) [feat. Ben Clark],Stonebank,2017-01-10,259764,0,0.508,0.0198,0.508,0.858,0.0795,0.0559,-3.326,0.0684,0.256,169.998,4,Energetic
Rise Again - Sy & Unknown Remix,Rise Again,Mark Breeze,2008-03-10,315048,32,0.46,0.00105,0.46,0.992,0.329,0.641,-3.348,0.0749,0.0875,174.94,4,Energetic
You Little Beauty,You Little Beauty,FISHER,2019-05-10,206587,0,0.926,0.00235,0.926,0.953,0.442,0.313,-5.531,0.0911,0.927,123.983,4,Energetic
Mumbai Power,Show Tracks,Skrillex,2019-07-19,158571,56,0.75,0.00168,0.75,0.931,0.284,0.249,-5.166,0.0464,0.472,140.151,3,Energetic
Cosmic Father,Cosmic Father,NVADR,2021-01-01,191204,5,0.655,0.0192,0.655,0.718,0.00142,0.0412,-5.365,0.0644,0.553,123.967,4,Energetic
Flash Drive,Flash Drive,Wave Racer,2015-07-31,203731,39,0.654,0.0657,0.654,0.839,0.151,0.309,-4.248,0.0437,0.806,134.018,4,Energetic
Good Times Roll,Good Times Roll,GRiZ,2015-08-12,243518,53,0.638,0.0225,0.638,0.891,0.00142,0.947,-4.764,0.108,0.525,99.979,4,Energetic
Streamers,Streamers,Wave Racer,2014-02-07,210549,37,0.713,0.00361,0.713,0.896,0.0151,0.345,-6.479,0.0642,0.634,139.973,4,Energetic
Hot Like Sauce,Filling Up The City Skies (disc 2),Pretty Lights,2008-10-30,421331,50,0.707,0.00134,0.707,0.615,0.0406,0.561,-5.75,0.0324,0.113,89.994,4,Energetic
Losing It,Losing It,FISHER,2018-07-13,248035,77,0.76,0.00181,0.76,0.964,0.703,0.0975,-5.844,0.0577,0.643,125.003,4,Energetic
Days Go By - CamelPhat Remix,Days Go By (CamelPhat Remix),Dirty Vegas,2019-07-12,232010,43,0.675,0.0609,0.675,0.832,0.0479,0.311,-7.594,0.0391,0.706,123.007,1,Energetic
I Can See It In Your Face,Making up a Changing Mind,Pretty Lights,2010-03-02,408000,47,0.66,0.00394,0.66,0.938,0.0235,0.626,-4.977,0.0526,0.534,99.964,4,Energetic
Slap Me,To A New Earth EP,Kill Paris,2013,196720,28,0.654,0.001,0.654,0.646,0.11,0.0616,-5.953,0.312,0.382,109.95,4,Energetic
So Bright (feat. Eligh),A Color Map of the Sun (Deluxe Version),Pretty Lights,2013-07-02,351265,32,0.586,0.0633,0.586,0.768,0.603,0.126,-4.923,0.0506,0.147,140.055,4,Energetic
Cola,Cola,CamelPhat,2017-10-27,223869,54,0.706,0.0245,0.706,0.74,0.512,0.135,-7.904,0.0325,0.444,122.007,3,Energetic
High School Art Class,Spilling Over Every Side,Pretty Lights,2010-07-29,532710,39,0.691,0.407,0.691,0.81,0.064,0.0766,-5.274,0.166,0.43,106.935,4,Energetic
You & Me (feat. W. Darling),Noise vs Beauty,Bassnectar,2014-06-24,244285,51,0.493,0.000748,0.493,0.744,0.384,0.322,-4.021,0.0342,0.151,140.041,4,Energetic
